income,credit_score,debt_to_income,employment_duration,housing_status,loan_amount,is_default
74674,805,0.1835683945921682,4.05,Rent,9849.53,0
46264,537,0.22644813674518569,3.56,Rent,18348.99,0
58648,579,0.4914710204393461,2.21,Rent,7202.01,0
54668,731,0.47106639281231877,5.44,Own,13464.52,0
96183,437,0.2270915330221975,0.5,Mortgage,5680.33,0
66793,568,0.5704823071731836,4.86,Mortgage,16750.46,0
48081,500,0.20764261253859576,1.19,Rent,16236.55,0
35666,441,0.5968111074820162,0.69,Mortgage,15630.63,1
25903,654,0.46894993597571977,12.02,Own,10320.7,0
53051,628,0.2962538452757013,3.08,Rent,21762.02,0
38654,530,0.16517460333124198,7.21,Own,19543.54,0
28666,607,0.26025497757980687,0.47,Own,16170.25,0
40301,445,0.19686925573252437,0.3,Mortgage,12095.78,0
33776,451,0.41091979324700967,3.41,Own,13250.66,0
75307,439,0.2784275765689783,1.9,Rent,14923.27,0
63224,320,0.2475036306219285,0.02,Own,9495.31,0
49880,553,0.47856659585918604,1.01,Mortgage,19265.6,0
72199,363,0.21529971742509155,1.23,Own,21296.68,0
51160,517,0.39344465871275236,1.7,Own,23545.37,0
37080,371,0.19729804641177281,10.5,Mortgage,13281.57,0
72846,461,0.4573993038665478,2.73,Mortgage,21886.34,0
58083,429,0.4125607418762983,5.69,Mortgage,22194.55,0
34441,524,0.49907675758851555,0.09,Mortgage,11839.53,0
47144,753,0.1342485373813395,8.41,Mortgage,9981.08,0
36865,683,0.20505272475251077,1.37,Mortgage,20432.98,0
29258,406,0.17723018027673285,1.85,Mortgage,12257.41,0
63892,402,0.19528062014286832,0.23,Own,11330.45,0
78641,440,0.15150703956902536,2.64,Own,19081.76,0
29021,433,0.38104095071803645,9.57,Own,8070.41,0
58444,498,0.3967157035252773,2.38,Rent,12770.89,0
40240,809,0.5217448777970052,11.96,Mortgage,5679.77,0
42693,378,0.3088690882218813,10.1,Own,10796.35,0
41114,781,0.3661923565372238,0.32,Mortgage,11712.71,0
37040,811,0.5956520297055555,1.82,Rent,11248.93,0
50727,549,0.3659225416795896,12.06,Mortgage,12849.57,0
37535,782,0.38678804387600807,0.15,Own,4728.57,0
54056,471,0.5979587074386921,7.26,Rent,9967.15,0
49246,316,0.5970646907248863,11.85,Mortgage,21724.33,1
46415,593,0.31201522279864347,7.36,Rent,16490.89,0
36386,693,0.41747341480148226,6.81,Mortgage,12438.18,0
41348,797,0.34040125391862663,9.27,Rent,11723.11,0
61330,518,0.46035772582860013,5.48,Own,18826.04,0
57513,533,0.5691932605666957,2.75,Mortgage,15429.4,0
35336,689,0.2548296541866366,0.32,Mortgage,9389.56,0
51489,547,0.5094375852194707,7.76,Mortgage,12332.16,0
61270,351,0.42742446638799003,11.78,Own,8816.02,0
24958,314,0.24009240063710865,3.58,Rent,11537.14,1
58150,623,0.49864982909099687,3.8,Own,18425.42,0
40060,740,0.31356650959878574,2.58,Rent,17923.87,0
58558,411,0.16019858774064746,9.72,Mortgage,20145.74,0
38551,306,0.5967081786379047,0.07,Rent,15710.87,1
22926,544,0.3128231664861595,4.9,Rent,7454.35,0
25586,747,0.37077627368808064,11.9,Mortgage,8771.66,0
50721,664,0.5039808653818804,0.54,Mortgage,17370.42,0
53895,666,0.5804380675599667,15.99,Rent,15508.79,0
36435,586,0.5364439249801578,17.16,Mortgage,9204.13,0
59578,405,0.3625266039007833,13.28,Mortgage,13288.25,0
25077,312,0.3728480377665576,3.1,Rent,24498.89,1
49008,445,0.24044346830483146,2.41,Own,19657.91,0
31834,777,0.3314014390795419,6.12,Own,22493.07,0
40222,414,0.5734194410875737,1.92,Mortgage,9103.87,1
50710,808,0.4634704719693281,0.35,Rent,23351.97,0
37093,451,0.10593849537076647,11.58,Mortgage,12399.04,0
44231,356,0.1582533909113705,5.04,Own,22861.05,0
65094,681,0.5619056349789275,1.16,Own,16791.51,0
41346,456,0.5243596644638071,0.09,Rent,18142.48,1
62535,432,0.3430822328741985,6.43,Rent,18473.26,0
33054,462,0.40848914043362927,9.58,Own,15493.99,1
57947,574,0.24482300519036246,2.6,Rent,17917.24,0
71623,376,0.496415376050212,0.42,Own,9905.92,0
12925,343,0.40165872344472,5.23,Mortgage,14355.31,1
38046,849,0.4474128527279576,1.76,Own,18903.48,0
58656,617,0.28745491900449893,0.78,Own,15544.32,0
46954,833,0.31521900325574026,3.57,Rent,13246.24,0
55567,453,0.2038410414822284,3.29,Rent,16168.77,0
40940,536,0.5740262714604359,3.64,Rent,8179.9,0
51298,816,0.5732785101932872,8.68,Mortgage,20230.55,0
47664,520,0.5088756236199521,3.31,Rent,4605.36,0
67516,609,0.567777559599592,11.54,Mortgage,14875.19,0
53816,476,0.4326640262901894,9.22,Rent,18801.03,0
55064,519,0.2173259346515374,5.27,Rent,15407.73,0
43821,337,0.48010526109624563,0.29,Own,12654.6,1
42685,730,0.26263810462085124,10.01,Own,20498.11,0
43511,502,0.3202408446492071,11.8,Own,11555.38,0
55916,747,0.23717508192768486,2.35,Mortgage,23423.53,0
43685,794,0.3118109588606348,3.73,Rent,13950.54,0
54346,424,0.4396586828283475,1.65,Own,13773.54,0
81131,364,0.1553052806525149,0.07,Rent,18640.58,0
63066,543,0.15260346449650822,3.26,Own,13448.71,0
45109,826,0.441885006044071,0.69,Rent,15479.93,0
68018,525,0.48979058338730375,1.01,Own,17856.47,0
43878,764,0.3757333423561825,3.28,Own,8873.12,0
19428,592,0.19082050703373274,10.09,Own,18064.32,0
34878,680,0.3153784241804942,9.31,Own,6533.13,0
21938,465,0.47908776119200724,16.77,Own,14935.01,1
44727,517,0.4428665507762499,3.3,Rent,13217.28,0
50276,574,0.15493273890968504,4.01,Own,8443.93,0
75146,351,0.5845735904791225,8.63,Rent,23457.21,0
54903,673,0.21168194044316826,6.01,Own,15836.88,0
46713,662,0.21019475229022735,1.01,Rent,11736.56,0
62441,313,0.3299286238727279,2.54,Own,15709.88,0
16832,639,0.2636215645000243,13.24,Own,27434.05,1
53534,838,0.591992994322197,0.79,Own,10023.11,0
61562,388,0.138244886627066,1.17,Mortgage,18289.77,0
27821,340,0.25321959546163875,2.56,Rent,10427.28,1
67156,603,0.29136108021364804,14.06,Rent,17411.54,0
55077,567,0.3467294968609702,0.6,Own,11704.33,0
43770,437,0.10820321436347438,5.59,Own,14182.19,0
59491,305,0.14118106590414028,0.71,Own,15790.76,0
84060,541,0.22890482136490578,3.72,Mortgage,21600.3,0
52727,461,0.37700104084279806,3.85,Own,7630.39,0
53723,817,0.4838857850967362,0.22,Own,23498.33,0
43109,700,0.4432476744074746,15.41,Rent,5408.86,0
37252,455,0.38351245636130527,8.22,Mortgage,16638.27,0
62455,384,0.2986164198638297,1.8,Rent,15301.86,0
37158,309,0.5353472511280769,0.7,Mortgage,14343.34,1
51073,437,0.3298862716291302,2.12,Mortgage,15181.38,0
42835,455,0.249626402804465,11.23,Rent,17609.13,0
57184,707,0.4146675574260287,0.71,Rent,17308.58,0
55004,524,0.44605749829315444,2.15,Mortgage,14102.33,0
65563,483,0.29923512242942774,3.41,Mortgage,18516.33,0
42349,494,0.11407164052295729,0.17,Own,13852.0,0
45951,695,0.1470657501183553,1.56,Own,15467.28,0
35318,433,0.5227994459468309,4.53,Rent,20788.92,1
43335,608,0.12827396059265397,1.96,Mortgage,20933.33,0
55659,841,0.3960098335210661,10.22,Rent,20238.9,0
61354,308,0.19185469272469594,13.8,Own,9874.87,0
36167,469,0.21446314562208854,2.91,Own,17131.5,0
63044,589,0.23666697986809057,3.8,Own,17307.43,0
70334,467,0.11914569309851022,4.98,Mortgage,23838.06,0
56201,643,0.1886176370701462,5.46,Rent,18964.28,0
78151,796,0.42524999225697024,0.33,Mortgage,11864.75,0
38393,444,0.34935856810400256,0.28,Mortgage,13091.15,0
31330,712,0.49866454286946793,10.03,Own,2287.46,0
23319,756,0.13062105327574677,1.24,Own,14614.25,0
72440,601,0.5444491481258156,4.39,Rent,13153.65,0
59815,345,0.5981992659497364,4.9,Mortgage,12376.64,0
49166,316,0.1078699861243915,0.9,Rent,11101.85,0
54199,659,0.5838200327699666,7.17,Rent,22685.43,0
33117,560,0.21793135648551,10.05,Rent,1561.13,0
86686,422,0.44627156910301846,1.68,Rent,8655.62,0
51938,530,0.24624172155246313,10.51,Own,26933.45,0
51640,411,0.3609064393737602,0.42,Rent,19920.42,0
60886,545,0.35520925491808286,8.06,Own,16529.47,0
57215,690,0.2805527397245361,5.11,Rent,14976.46,0
53358,691,0.4587733841441669,4.37,Own,12074.12,0
38142,627,0.3998182409316572,1.31,Rent,8617.82,0
57072,514,0.3541385019715878,2.25,Mortgage,16838.23,0
78230,666,0.5914196559591283,12.06,Mortgage,18998.39,0
70181,381,0.5700046630936632,3.13,Own,11534.93,0
73897,375,0.5777179228968308,4.51,Own,5915.9,0
42331,826,0.540661979901644,13.73,Rent,18323.44,0
35155,802,0.2275776693771899,3.14,Mortgage,18876.17,0
48113,778,0.27498801548909046,2.46,Rent,19159.6,0
50835,671,0.21552730977275394,11.18,Own,14207.48,0
66412,564,0.5930884436114232,12.09,Rent,4207.37,0
24613,563,0.1763309348817456,2.19,Mortgage,8874.26,0
72943,409,0.2832558777794528,4.48,Mortgage,21429.32,0
47629,606,0.19952221235967824,16.58,Mortgage,8247.13,0
43596,499,0.2117269060921266,0.29,Mortgage,18499.76,0
34818,525,0.22354394240160577,0.2,Mortgage,9893.78,0
25177,484,0.41983533777997706,3.63,Own,9390.74,1
62347,330,0.1380246850957639,1.72,Rent,24129.39,0
51099,398,0.386264936811892,4.36,Rent,24314.32,0
30650,638,0.5096431181420515,6.44,Rent,15816.2,0
30573,565,0.4832618883022154,0.36,Own,12576.89,0
44963,649,0.17558584914116274,10.7,Own,20160.24,0
75035,843,0.5573658673894026,1.62,Own,7101.99,0
46106,756,0.48504519070238705,2.4,Own,21057.97,0
27452,387,0.10265125546642304,2.06,Rent,25102.51,1
46313,362,0.46868681676979307,9.16,Mortgage,17903.35,1
45909,686,0.4687108393109993,0.94,Mortgage,9186.02,0
9546,758,0.3484080402699924,0.15,Own,22623.0,0
49185,568,0.12299120800318611,17.84,Rent,16563.7,0
46535,645,0.3899529691411747,19.72,Rent,14298.31,0
60443,377,0.48287338001715463,1.49,Own,10154.94,0
77734,664,0.23543702766050031,0.05,Rent,9300.96,0
66898,313,0.43353410912589374,5.19,Mortgage,20766.92,0
45966,435,0.27696309752219095,5.23,Own,14619.07,0
33402,603,0.3869274164511156,14.1,Rent,14566.84,0
88600,696,0.2922828747158124,1.77,Rent,15630.41,0
50888,378,0.2518807330088896,1.05,Rent,5237.98,0
50208,717,0.5279572377160222,4.79,Own,14889.79,0
49638,541,0.47691912959268834,4.15,Mortgage,14967.56,0
52971,350,0.27272456698657455,6.32,Rent,22475.76,0
47834,683,0.31731582080760445,10.82,Own,19138.09,0
41395,674,0.445851708937673,4.1,Own,8928.76,0
41797,505,0.5055393902952546,0.81,Rent,13032.88,0
49508,788,0.44217063141235624,4.56,Own,20231.41,0
41848,680,0.3704657903413192,2.34,Mortgage,8486.43,0
39307,610,0.5771929159656358,3.01,Mortgage,23480.02,0
51596,674,0.4870718098707818,16.03,Own,14797.35,0
46175,341,0.15779593019564433,4.05,Rent,17681.07,0
72559,832,0.37906954939600956,0.81,Mortgage,12790.53,0
10235,821,0.30477832069782573,2.93,Rent,12721.84,0
66372,452,0.4974678183953969,1.3,Own,10390.82,0
68691,611,0.122331516928716,0.73,Mortgage,22684.05,0
18899,593,0.305361784981214,6.23,Rent,17958.86,0
44859,412,0.259138157671743,4.95,Own,10167.84,0
44428,411,0.17059299228985916,3.44,Rent,18527.71,0
28887,474,0.289402057659786,2.75,Mortgage,19702.4,1
38332,601,0.4364001390922395,1.94,Own,20407.32,0
33341,815,0.2808389425162632,0.46,Own,16407.13,0
76284,520,0.39000328767618264,1.78,Rent,15854.96,0
64035,470,0.39640589796965453,9.11,Rent,10342.77,0
69073,617,0.39355556352901666,7.65,Own,21658.23,0
60825,512,0.36476594197210277,17.93,Mortgage,18333.51,0
33064,552,0.15849411784119397,5.34,Mortgage,19944.52,0
42132,423,0.20922796371766297,4.03,Rent,5585.68,0
57340,512,0.5000335381254946,1.76,Rent,19782.88,0
31668,384,0.3511827444613551,0.4,Rent,15125.36,1
60694,815,0.4530381579181575,4.81,Mortgage,19138.15,0
46395,364,0.38495454010638086,3.35,Mortgage,9010.28,0
44377,617,0.11934512725011917,7.12,Rent,24065.83,0
60664,645,0.49810688450895024,2.65,Rent,11740.03,0
56663,542,0.13216209726452474,21.19,Own,20758.97,0
44585,436,0.5715870255792865,2.53,Own,13976.49,0
67389,546,0.20768846085253792,2.03,Own,24251.48,0
33784,740,0.3562030717300748,10.24,Own,16488.59,0
59239,344,0.13179402123289327,2.52,Rent,24423.7,0
58896,388,0.5474661893329106,10.24,Mortgage,14649.91,0
45356,527,0.5899701272824022,0.14,Mortgage,9435.73,0
54891,590,0.17314625136059494,5.9,Own,16480.61,0
31233,721,0.2478932712467599,0.37,Mortgage,14333.86,0
63860,366,0.1079372108969239,0.8,Own,11979.48,0
47226,550,0.4934827459837282,6.02,Rent,21215.75,0
42159,340,0.2557321663407063,1.71,Own,8234.52,0
65735,398,0.3944187346709156,1.18,Mortgage,24557.84,0
39434,605,0.1196092506400073,8.09,Mortgage,14074.92,0
28873,755,0.4577301333373738,14.62,Mortgage,8189.56,0
26650,600,0.36470198167836343,1.32,Rent,16949.11,0
59090,498,0.4624901229994176,1.91,Own,15913.82,0
30793,787,0.49478215657548197,6.26,Rent,14231.05,0
76321,405,0.14462143308941686,8.44,Rent,11850.68,0
18771,700,0.3890460603966126,35.42,Own,21570.39,0
75446,776,0.4249720169408109,1.6,Mortgage,17696.94,0
53165,421,0.35835937697249753,4.07,Mortgage,12571.6,0
48549,376,0.19120469913256113,0.72,Mortgage,16991.16,0
41826,611,0.4977986420288685,2.01,Mortgage,11100.05,0
55987,411,0.5987291644197992,0.23,Rent,19892.69,0
49435,817,0.5846351262142614,1.18,Own,25483.76,0
66549,496,0.48876478248861566,3.53,Own,20535.48,0
51713,397,0.3090538613932108,0.89,Own,11697.21,0
52254,758,0.2686502489200111,11.01,Rent,10188.8,0
44545,529,0.1342728995504159,6.19,Mortgage,15494.27,0
49145,467,0.3081431518758452,0.14,Mortgage,6952.91,0
54617,307,0.17802429886589952,10.47,Own,19574.76,0
24347,471,0.22716735675301422,18.93,Mortgage,18328.65,1
29777,659,0.5459433865886756,3.48,Rent,14232.84,0
61148,494,0.5842628157556095,1.89,Mortgage,13549.76,0
52562,568,0.5742795002328802,1.53,Mortgage,14447.15,0
47240,318,0.19667784292169546,0.46,Mortgage,22808.97,0
50276,653,0.5504471041176614,3.38,Own,12971.96,0
55213,348,0.17075265045013258,0.26,Rent,9020.21,0
41903,763,0.3538301039380749,3.5,Own,11091.12,0
38325,655,0.4218316836321867,1.46,Rent,19946.98,0
52937,457,0.3312334365502094,3.24,Own,10196.14,0
35324,365,0.5759187177084043,2.71,Rent,20992.93,1
56123,607,0.26660636154580253,1.82,Rent,13992.35,0
24461,636,0.36368883154903175,2.98,Own,6032.24,0
65437,420,0.1377249677398318,3.21,Own,18743.4,0
57088,703,0.5261122900390786,8.97,Mortgage,13643.22,0
53840,395,0.3066816979719723,5.48,Rent,16857.78,0
64740,413,0.4502660577959987,2.84,Rent,11883.9,0
74982,728,0.4411228155247091,11.78,Rent,21154.66,0
65215,839,0.4381314464171234,7.05,Rent,17228.3,0
22386,301,0.3534691393787205,0.39,Rent,25831.94,1
30806,511,0.23875939527392034,0.83,Mortgage,18552.71,0
40627,632,0.41254727928069324,0.43,Mortgage,13836.14,0
50391,323,0.580895751905609,1.92,Mortgage,10677.49,1
57764,667,0.516974627973157,2.86,Rent,7913.79,0
39113,805,0.1543841157768883,3.51,Own,14356.2,0
52801,475,0.11159370079327505,9.53,Own,14550.75,0
38669,728,0.3494856784352174,0.09,Rent,22954.92,0
40827,741,0.48791467585736803,2.8,Mortgage,12943.99,0
28900,847,0.2569512765836036,2.65,Own,20073.49,0
36151,813,0.4506191389521138,14.73,Own,14466.26,0
29724,660,0.5659606321194045,1.38,Mortgage,24459.22,1
35361,573,0.32949225346733446,0.65,Rent,7170.06,0
65804,476,0.22207982811531093,0.77,Rent,21760.24,0
35759,563,0.5588789310401235,3.67,Rent,12504.97,0
89485,485,0.33613198200185745,2.48,Rent,19457.82,0
57399,826,0.303919653337555,7.02,Rent,22858.84,0
52772,578,0.27668078577046196,1.95,Own,13243.94,0
37124,497,0.3115084762194066,0.68,Mortgage,9518.7,0
60504,648,0.43682892709117915,2.45,Own,9034.46,0
41365,720,0.316859813610077,10.73,Own,10730.24,0
51830,604,0.26211194427961004,2.6,Own,2854.47,0
88401,363,0.4718188327798598,8.97,Mortgage,13862.05,0
48559,589,0.2014857135121981,2.32,Own,18248.92,0
67239,317,0.20096686232044406,1.65,Own,16229.93,0
39452,363,0.44821776827447835,7.46,Rent,13109.76,1
49475,629,0.5333532650947366,1.17,Mortgage,10565.67,0
76562,316,0.2206054197485647,1.32,Rent,12145.26,0
40595,742,0.19556248748821478,0.26,Rent,16418.55,0
77186,440,0.43515294064537613,1.04,Own,19126.28,0
60616,607,0.41040126088657636,2.38,Rent,7523.29,0
41562,743,0.32362617325980614,2.55,Own,15786.88,0
59486,795,0.14793031992416397,2.73,Rent,16325.31,0
64588,725,0.14589271549093671,3.27,Mortgage,10282.61,0
59327,774,0.48867089452217727,4.24,Mortgage,17734.69,0
26446,544,0.3258845586978427,1.05,Rent,19667.28,0
39092,749,0.5289835456207794,4.76,Own,12149.61,0
46287,650,0.38736682576943116,2.05,Own,10667.03,0
48883,460,0.40936907060881633,6.62,Own,25777.59,0
59310,439,0.5670972209542768,4.07,Rent,19002.4,0
52665,792,0.182307947019719,4.04,Own,15898.89,0
29969,830,0.371512114648498,5.78,Rent,11628.72,0
55702,692,0.1290692999830174,2.02,Mortgage,11136.24,0
59158,700,0.2794625239410595,2.8,Own,17865.54,0
58396,349,0.17404924990060258,4.37,Rent,10887.37,0
66211,594,0.19391798114228528,2.74,Own,10671.12,0
62508,724,0.5673973600302641,2.94,Rent,14325.29,0
56887,311,0.4053412641024404,1.59,Own,18191.37,0
48947,634,0.5460790665949071,1.69,Mortgage,23819.91,0
25085,314,0.3217600921953748,6.0,Rent,16202.05,1
56444,327,0.3988216733316917,0.02,Rent,10892.12,0
53115,687,0.11604725609646319,0.5,Mortgage,13661.34,0
54073,591,0.334751116137167,14.86,Mortgage,21520.62,0
30848,549,0.38202833667189406,1.04,Own,21015.76,0
33784,804,0.10838885713277249,2.71,Rent,21235.37,0
65797,397,0.4947445884118201,9.48,Rent,20068.38,0
49406,636,0.24771149213830276,0.0,Own,24570.51,0
60222,338,0.32624353748038515,12.96,Own,16037.11,0
50424,337,0.3678151426524122,0.27,Rent,18758.48,0
50446,599,0.5960985765642167,0.94,Mortgage,10967.02,0
64074,478,0.14959207343709144,0.15,Own,16164.84,0
42259,768,0.37763978111224905,3.66,Rent,16363.1,0
51441,581,0.3652970729001347,14.33,Own,18943.27,0
43065,463,0.1344548478015911,9.13,Mortgage,11874.84,0
43482,752,0.41696918009756234,5.1,Rent,7174.12,0
45362,396,0.2434272169469053,1.03,Rent,12096.11,0
53332,608,0.15188398308231035,10.19,Rent,20309.06,0
42818,561,0.18932096545922636,7.03,Mortgage,13938.82,0
68836,592,0.5118016166076964,1.55,Own,17347.04,0
36580,548,0.15206238121869695,8.18,Mortgage,12007.19,0
47196,544,0.3334636941201623,10.48,Mortgage,20203.45,0
43404,550,0.19763656058961063,5.99,Mortgage,14471.12,0
71704,422,0.18115993104250602,0.53,Rent,14400.95,0
52948,624,0.20285587970853627,20.75,Mortgage,21637.64,0
65477,800,0.3463914672598102,0.4,Rent,22882.61,0
27716,365,0.21889421055578565,5.31,Rent,21736.58,1
54005,358,0.14836647517628018,0.59,Own,13360.48,0
63344,797,0.5007004346235843,11.79,Own,12025.97,0
51234,672,0.3699107015858428,2.15,Mortgage,10441.33,0
65982,565,0.1784268261842861,3.58,Rent,7555.69,0
42240,535,0.3357149243160851,0.98,Rent,10335.71,0
71140,517,0.13418124993645494,3.95,Own,10756.51,0
84483,826,0.3902149318093793,13.97,Rent,8690.82,0
44557,740,0.2701524097989908,11.6,Mortgage,7414.03,0
43317,705,0.15176426481508207,0.33,Rent,8481.79,0
71800,768,0.19182192493419872,2.38,Mortgage,14744.91,0
73693,409,0.2728513524253633,1.56,Own,17203.28,0
42157,652,0.5032037271461214,3.28,Own,16761.41,0
43697,390,0.18687784811491168,8.97,Rent,12391.71,0
45773,713,0.15483211074639916,6.71,Rent,13256.28,0
29833,372,0.35796950323284216,2.11,Own,16836.37,1
36220,846,0.3793484819901324,2.41,Mortgage,15962.29,0
34937,597,0.1451206588337086,5.31,Mortgage,17808.83,0
38483,582,0.24224223960365102,1.08,Mortgage,10188.09,0
49479,804,0.23138201895712704,0.54,Own,23669.54,0
53513,497,0.19311080473055767,1.39,Own,18157.12,0
73257,331,0.2578190636003269,0.66,Own,18713.98,0
35024,640,0.11855425576914833,2.17,Rent,9695.47,0
64764,633,0.4257748914767392,13.87,Own,9579.66,0
46790,442,0.5942435725169205,0.64,Mortgage,11513.31,0
49258,709,0.41702338373462444,8.53,Mortgage,18684.88,0
60122,343,0.2805382252718931,3.82,Own,9214.36,0
33159,331,0.4339551505728384,5.01,Own,17232.52,1
55736,327,0.3857579605117881,0.93,Mortgage,22293.05,0
52496,722,0.5233789652936723,0.82,Own,11464.91,0
57386,790,0.4109372804910002,0.89,Rent,10317.59,0
54337,459,0.4170381773106243,5.5,Own,11344.57,0
86829,506,0.2108320941364967,6.89,Mortgage,14179.37,0
40433,317,0.3078136192687966,12.64,Mortgage,19751.02,1
42035,402,0.27220803012783856,2.54,Own,20057.89,0
40652,531,0.1057125937018755,3.1,Mortgage,18993.63,0
41667,723,0.25664036469453066,3.17,Own,5281.13,0
40439,846,0.34303106216147516,1.57,Mortgage,14062.89,0
67835,538,0.3999243166050406,1.99,Mortgage,10588.84,0
71307,633,0.5672844733552277,9.38,Mortgage,17021.55,0
41438,448,0.2195568796799082,2.11,Own,19500.2,0
37514,707,0.17621449555427918,10.17,Own,12504.29,0
57071,316,0.534722844499479,1.82,Own,24606.5,1
41716,525,0.5709237470442238,2.08,Rent,10469.44,0
59493,559,0.34397712429054217,4.11,Rent,17659.95,0
53043,473,0.157608280625026,0.54,Rent,25722.31,0
27263,504,0.34269414963848566,12.76,Mortgage,19590.39,1
73212,714,0.1547216635516344,8.59,Mortgage,17972.42,0
76938,807,0.5415927893503314,5.55,Own,14147.93,0
40808,452,0.45407505230812495,22.17,Mortgage,18057.38,0
44184,402,0.22056850885500198,0.08,Rent,12239.58,0
54287,364,0.5433453466583934,2.65,Rent,20639.91,1
55016,416,0.4189508645246597,9.77,Own,11379.23,0
59878,455,0.5766316683604342,2.84,Mortgage,13757.95,0
80153,381,0.5902399245052735,0.03,Mortgage,10802.93,0
47345,817,0.10164089461785905,0.86,Rent,13282.59,0
38025,366,0.16010710451377289,2.85,Own,12710.18,0
29310,537,0.3734611654034179,5.51,Rent,4918.02,0
39036,625,0.5779264372336458,0.89,Mortgage,15166.91,0
49503,366,0.5971168177548478,2.97,Rent,12579.44,1
76918,475,0.38370396765175996,0.06,Rent,8452.47,0
42235,777,0.18690074447261515,3.25,Mortgage,11577.39,0
53356,554,0.1815250100043531,11.31,Mortgage,16808.11,0
